Gene Name	Mean of Geneid Strains	Standard Deviation of Geneid Strains	Group
C35D10.1	2118.3333	675.7205	9
enu-3.2	2119.0	397.0693	9
mpc-2	2119.0	580.7243	9
osm-11	2121.0	1908.1321	9
cyk-3	2121.0	904.5894	9
Y39A1A.22	2122.3333	226.7015	9
pdpr-1	2123.0	738.0248	9
Y76B12C.3	2123.3333	685.3906	9
sand-1	2124.6667	188.2274	9
asns-2	2124.6667	1679.8913	9
pges-2	2125.0	921.4991	9
Y57G11C.36	2126.6667	1084.0619	9
F13A7.1	2126.6667	850.8852	9
gap-2	2127.0	865.8017	9
K07A12.1	2127.6667	1159.8007	9
chd-7	2129.0	1602.6692	9
atn-1	2132.6667	1575.0694	9
let-60	2133.6667	299.7514	9
Y71H2AM.11	2135.0	473.7095	9
T16G12.4	2136.3333	1390.7258	9
nrde-2	2137.3333	1164.6689	9
rec-8	2138.3333	862.5467	9
T23G11.1	2138.3333	1063.1639	9
nspa-8	2140.3333	633.1747	9
K04C2.2	2140.6667	1177.5178	9
F54D5.3	2141.6667	680.7527	9
tmem-120	2142.0	325.0241	9
lin-45	2142.0	995.4239	9
cec-6	2143.3333	698.7152	9
C35D10.10	2144.0	136.7138	9
ubh-3	2145.6667	129.7442	9
ctsa-1.2	2147.0	1379.3798	9
C33F10.14	2147.3333	542.3285	9
T11G6.5	2149.6667	1120.0763	9
sbds-1	2150.6667	399.6952	9
age-1	2151.0	635.1	9
toca-2	2151.0	521.8065	9
ekl-5	2151.6667	833.8095	9
syx-4	2153.6667	1037.5903	9
dhhc-8	2156.3333	1407.1817	9
mrpl-40	2156.6667	788.9256	9
zyx-1	2156.6667	1347.9081	9
F31D4.2	2157.0	526.7681	9
csk-1	2157.0	305.4647	9
mog-4	2157.6667	886.5459	9
taf-11.2	2158.3333	778.9927	9
eaf-1	2161.6667	1120.3322	9
Y45G5AM.7	2162.6667	1038.0252	9
apd-3	2163.0	376.1923	9
Y50D4A.1	2164.6667	884.0763	9
csn-2	2165.3333	726.1379	9
hmt-1	2165.3333	164.3458	9
iglr-2	2167.6667	1055.8473	9
tre-1	2168.6667	747.722	9
Y42H9B.3	2170.0	752.2424	9
tbcb-1	2170.6667	523.235	9
ZK809.5	2171.0	1419.4879	9
B0041.5	2171.0	522.6516	9
ggtb-1	2172.0	303.8783	9
cpar-1	2174.6667	396.8084	9
tads-1	2175.3333	643.9898	9
C09H10.5	2175.3333	895.2654	9
ZC155.4	2176.0	101.9837	9
rad-54.B	2176.3333	612.6665	9
F26F2.7	2177.3333	661.2475	9
apb-3	2179.0	824.1776	9
csn-4	2180.3333	287.1241	9
atx-3	2181.0	213.2151	9
gldi-1	2181.6667	253.9033	9
ceh-21	2183.6667	1653.4458	9
T26G10.1	2183.6667	1313.217	9
capg-1	2184.3333	1220.2189	9
stip-1	2185.6667	1046.5194	9
cdt-1	2186.0	1170.9947	9
ztf-8	2186.3333	987.4527	9
cdt-2	2186.3333	1037.0588	9
sax-3	2187.3333	963.129	9
pph-4.1	2187.3333	227.3578	9
nxf-1	2187.6667	290.844	9
F54B3.1	2188.3333	1143.2341	9
F01F1.11	2189.0	551.0795	9
efl-1	2189.6667	483.6061	9
gip-1	2189.6667	261.4018	9
cwf-19L1	2191.3333	650.5635	9
asah-1	2192.3333	876.0233	9
T05H4.11	2193.6667	589.2777	9
hut-1	2193.6667	292.435	9
ain-1	2194.3333	1007.6191	9
figl-1	2195.6667	686.246	9
acdh-11	2196.0	521.3451	9
szy-20	2198.0	1052.3184	9
tra-2	2198.0	675.7593	9
thoc-3	2199.6667	212.1106	9
cyn-15	2201.0	882.209	9
atg-3	2201.3333	171.5699	9
T06D4.1	2203.0	325.9489	9
B0280.9	2204.6667	95.5348	9
ant-1.4	2205.0	1284.0299	9
cope-1	2205.6667	365.4443	9
clec-1	2207.0	2513.2592	9
arp-6	2207.3333	412.0715	9
mys-2	2207.6667	884.6439	9
Y53C12B.1	2208.0	886.4833	9
znf-598	2208.3333	1180.0862	9
cyp-31A3	2208.6667	883.2555	9
ekl-6	2209.0	435.7155	9
cyy-1	2212.3333	603.0347	9
dpyd-1	2214.0	1310.9587	9
cht-1	2214.6667	1927.7535	9
pri-1	2215.0	277.1438	9
F33E11.2	2215.3333	202.7845	9
phf-14	2215.3333	153.0933	9
dcaf-1	2215.3333	1141.8483	9
pssy-2	2215.6667	216.4168	9
C08B11.9	2217.6667	110.756	9
pfkb-1.2	2217.6667	431.0494	9
ekl-1	2217.6667	222.4415	9
R09H10.5	2217.6667	1221.4102	9
C30B5.2	2218.0	351.8835	9
rer-1	2218.0	305.0683	9
syf-2	2220.6667	923.0054	9
tat-1	2221.6667	467.0084	9
epg-3	2222.6667	986.5368	9
M05D6.2	2223.3333	809.3068	9
B0261.6	2223.3333	869.6859	9
wars-1	2223.6667	1115.0203	9
lin-28	2223.6667	354.7434	9
ZK813.1	2223.6667	1011.2844	9
mes-2	2224.3333	640.4927	9
tftc-3	2226.6667	992.0035	9
csq-1	2228.3333	1675.7033	9
C47G2.4	2230.6667	234.0574	9
C32D5.11	2232.0	1093.192	9
F44E7.5	2232.0	328.0254	9
tbc-2	2232.0	914.3187	9
taf-7.2	2232.6667	1028.9562	9
endu-2	2233.3333	1301.4418	9
vnut-1	2233.3333	678.8644	9
ZK686.2	2234.0	912.7113	9
ulp-1	2235.6667	1128.1591	9
wsp-1	2237.3333	63.5418	9
daf-15	2237.6667	1184.6587	9
W03C9.5	2238.6667	1862.401	9
ZC373.2	2239.6667	758.54	9
alh-7	2241.0	1079.8309	9
Y111B2A.12	2241.6667	1017.3463	9
lec-8	2242.0	885.6399	9
mdt-28	2242.3333	559.4988	9
nspg-14	2243.0	1189.8832	9
vha-17	2244.0	492.1633	9
gly-10	2244.0	1269.3946	9
F53E4.1	2244.6667	688.8369	9
cblc-1	2247.3333	934.5845	9
odr-4	2248.0	260.8716	9
cee-1	2248.3333	594.0602	9
sam-4	2250.0	865.1431	9
pad-1	2252.3333	472.0405	9
tofu-2	2253.0	353.1411	9
prpf-4	2253.0	1113.0939	9
asm-3	2256.0	1663.5879	9
rsy-1	2257.0	614.3891	9
unc-76	2257.0	299.4629	9
nath-10	2259.3333	633.0252	9
pmr-1	2260.6667	466.9221	9
rnh-2	2260.6667	369.4323	9
flwr-1	2262.6667	741.0966	9
ppfr-4	2263.3333	363.6943	9
unc-84	2264.0	583.5872	9
F13A7.14	2264.3333	209.0492	9
F58G1.2	2264.3333	202.4538	9
vps-28	2265.0	668.0075	9
daf-1	2265.3333	1048.0131	9
Y24F12A.1	2267.3333	226.4072	9
Y37E11B.10	2269.0	746.515	9
rbd-1	2269.0	1710.9543	9
Y65B4BL.4	2270.0	710.5308	9
C06A6.4	2271.6667	493.2939	9
Y49G5B.1	2272.3333	931.1593	9
Y71G12B.13	2278.6667	545.5525	9
clp-7	2279.6667	289.1947	9
B0464.9	2280.3333	175.1387	9
rpl-24.2	2282.6667	119.5696	9
F08F8.9	2284.0	1315.4599	9
swan-1	2285.0	1300.2084	9
Y39B6A.37	2287.0	219.2411	9
pcmd-1	2289.0	1158.779	9
mma-1	2289.6667	1556.9886	9
scl-2	2289.6667	1649.6154	9
B0205.10	2291.3333	921.1302	9
ent-2	2293.6667	941.261	9
dcs-1	2294.3333	694.3411	9
sax-2	2296.0	585.2082	9
vha-3	2296.6667	1185.9425	9
zig-11	2297.0	91.0201	9
Y54E10A.6	2297.3333	100.533	9
pezo-1	2299.6667	1131.9076	9
tdpo-1	2300.3333	624.7743	9
rab-10	2300.3333	434.8382	9
nspg-6	2300.6667	1128.94	9
wdr-46	2303.3333	1226.9421	9
romo-1	2303.6667	596.4027	9
F16B4.4	2303.6667	2250.9787	9
chp-1	2304.6667	655.2564	9
tex-2	2304.6667	1287.6853	9
F52B5.3	2305.0	1175.8648	9
unc-16	2306.3333	1160.0489	9
M01G5.1	2307.0	471.8842	9
ZK546.2	2307.3333	440.1835	9
ttr-2	2308.0	1264.6794	9
F22G12.4	2308.0	103.7818	9
dohh-1	2310.0	283.764	9
mmaa-1	2310.0	1076.7584	9
pmlr-1	2310.6667	580.3731	9
C43E11.9	2312.3333	235.8663	9
ccm-3	2312.3333	519.5475	9
attf-6	2314.0	260.2473	9
K08C9.2	2314.6667	336.8386	9
R06F6.8	2315.3333	1085.2779	9
lem-3	2315.3333	1150.4186	9
F10G7.10	2317.0	983.7103	9
cid-1	2317.0	1177.0157	9
C48B6.10	2317.3333	784.545	9
mnat-1	2318.3333	301.5044	9
nfu-1	2318.3333	582.6018	9
tbca-1	2319.3333	227.6816	9
Y47D3A.21	2320.0	305.2223	9
mca-1	2322.6667	747.2672	9
sel-5	2324.6667	1124.9564	9
gphr-1	2325.0	878.4908	9
K12H4.3	2326.3333	1062.9147	9
gpc-2	2326.3333	1049.7429	9
mus-101	2330.6667	599.7835	9
lron-10	2331.0	969.7849	9
mtm-6	2332.3333	386.0521	9
pus-1	2335.0	74.8732	9
taf-6.1	2335.3333	943.6102	9
let-363	2335.6667	1212.9417	9
B0336.13	2336.0	806.9824	9
prp-40	2337.3333	1468.7143	9
ttr-46	2337.3333	1553.9724	9
ttll-5	2338.0	1035.3109	9
Y71G12B.10	2339.6667	302.5275	9
gop-3	2340.0	199.4543	9
cnep-1	2340.6667	325.7405	9
skr-14	2342.0	1530.2695	9
Y41D4A.6	2344.6667	713.8984	9
uggt-1	2344.6667	1227.9197	9
Y54G9A.5	2345.0	735.522	9
C23G10.2	2345.3333	704.0958	9
sin-3	2346.6667	1424.5487	9
vps-35	2347.6667	1060.1438	9
elpc-3	2348.0	343.7014	9
igdb-2	2349.3333	1024.7619	9
kbp-5	2351.0	642.8909	9
exos-1	2352.6667	1179.1074	9
pfd-3	2353.0	254.1548	9
F25G6.9	2355.0	1300.9912	9
Y82E9BR.18	2355.6667	856.9054	9
efr-3	2356.0	1273.4004	9
ipla-1	2356.6667	966.6286	9
evl-18	2359.0	462.2041	9
aspm-1	2359.3333	1299.1075	9
prp-9	2360.0	1081.7304	9
cua-1	2361.0	762.2261	9
C34C12.8	2362.3333	91.8924	9
cnt-2	2362.6667	463.4288	9
fcd-2	2362.6667	363.3844	9
F36A2.9	2365.0	768.946	9
F52B5.2	2365.6667	884.8165	9
pfd-2	2366.6667	60.5769	9
herc-1	2370.6667	321.0964	9
hint-1	2371.3333	773.1263	9
nrde-3	2371.3333	1136.3615	9
npp-23	2373.0	213.2854	9
Y97E10AR.6	2375.3333	1135.9913	9
Y37D8A.19	2375.3333	958.1636	9
stl-1	2376.3333	647.6575	9
T23B3.5	2377.0	1668.9176	9
ints-5	2378.0	834.7698	9
drap-1	2379.6667	525.2303	9
ucr-2.2	2380.3333	944.1124	9
rnf-126	2381.3333	138.4301	9
nyn-2	2382.6667	397.1409	9
F32H2.7	2382.6667	998.1284	9
scav-3	2382.6667	367.4501	9
skr-18	2383.0	578.7175	9
Y39B6A.42	2384.3333	1282.7477	9
cept-2	2385.3333	717.3638	9
smg-8	2385.3333	323.0215	9
Y87G2A.1	2388.0	274.3368	9
ctnb-1	2388.6667	1027.9434	9
lin-15B	2389.3333	821.8582	9
uri-1	2390.3333	1402.7037	9
lam-1	2391.0	2085.7147	9
acdh-8	2391.3333	1175.1001	9
catp-8	2392.6667	1030.5508	9
tbc-17	2393.0	658.7569	9
fzo-1	2394.0	733.3648	9
F09G2.8	2394.0	832.111	9
ints-7	2394.3333	619.7797	9
col-13	2395.3333	1208.8883	9
msrp-5	2396.6667	614.7153	9
mre-11	2397.3333	1165.0492	9
unc-34	2399.0	1333.6359	9
Y69A2AR.19	2400.6667	1240.4677	9
csnk-1	2400.6667	276.4421	9
spas-1	2400.6667	572.6281	9
mtr-4	2400.6667	1152.4271	9
ncbp-1	2401.0	979.2354	9
tofu-1	2402.6667	476.1886	9
xrep-4	2402.6667	595.603	9
elb-1	2403.6667	720.9481	9
K08F4.3	2407.3333	659.8183	9
ZK177.8	2407.6667	942.5159	9
cin-4	2408.3333	1270.448	9
mage-1	2408.3333	417.9333	9
osta-3	2409.0	709.9315	9
hmg-1.2	2409.6667	927.1064	9
C18B2.5	2411.3333	1327.6863	9
ints-11	2413.0	1432.7156	9
hpo-13	2413.0	673.0146	9
Y74C10AL.2	2413.0	837.9869	9
ttll-12	2413.6667	549.6304	9
catp-4	2414.3333	1206.7881	9
neg-1	2416.0	216.6856	9
cogc-5	2417.0	669.5685	9
sumv-1	2419.6667	1072.4658	9
rin-1	2419.6667	1023.4961	9
hpo-40	2420.6667	1184.1017	9
otub-4	2421.0	789.5429	9
ooc-3	2421.0	169.9078	9
ubc-6	2422.0	424.8584	9
spsp-1	2422.0	1027.4486	9
ire-1	2423.3333	699.4328	9
tebp-1	2424.6667	201.5711	9
nadk-2	2426.0	319.0308	9
spcs-3	2426.0	400.7069	9
unc-52	2428.0	2231.2016	9
nhr-49	2428.6667	542.9391	9
snrp-27	2430.3333	331.4064	9
gly-3	2432.3333	604.281	9
dcr-1	2433.0	1283.2763	9
F13B12.6	2433.0	572.4619	9
fecl-1	2433.6667	585.9956	9
gss-1	2434.3333	435.6546	9
row-1	2435.6667	994.7282	9
lsm-6	2437.0	1348.274	9
Y60A3A.19	2437.3333	1160.9933	9
vrk-1	2438.6667	1347.2207	9
tos-1	2439.6667	708.9543	9
anat-1	2440.6667	84.9719	9
C11D2.7	2441.0	145.1918	9
mxl-2	2441.0	980.2438	9
kcc-1	2443.0	592.6354	9
zip-2	2443.6667	1684.9123	9
F11G11.5	2448.0	996.2774	9
crn-3	2451.3333	1527.0417	9
C02F5.3	2452.6667	259.482	9
atp-6	2454.6667	1356.5742	9
Y79H2A.3	2457.6667	321.4315	9
fzr-1	2457.6667	288.3289	9
unc-132	2460.0	102.1502	9
rpoa-2	2461.0	1010.5586	9
hsp-75	2462.3333	1005.7734	9
B0001.4	2464.0	401.9859	9
elof-1	2464.3333	690.7263	9
chin-1	2464.3333	435.0941	9
K02D10.1	2464.3333	844.436	9
nprt-1	2465.0	506.926	9
dpf-4	2468.6667	823.117	9
Y71H10B.1	2469.0	1024.0713	9
mrpl-12	2471.3333	410.711	9
mrps-14	2472.0	98.6948	9
F38A5.2	2473.0	119.811	9
C36B1.11	2474.3333	1305.3746	9
nspg-9	2475.3333	1025.3475	9
tat-3	2477.0	1059.7286	9
F30A10.3	2477.3333	188.0077	9
rsd-6	2477.6667	985.6383	9
mrpl-38	2479.0	511.2397	9
ppfr-1	2481.0	1331.3755	9
mfap-1	2481.3333	1501.2995	9
set-2	2482.3333	795.2745	9
R12E2.11	2482.6667	166.594	9
apr-1	2484.3333	1267.3858	9
scav-2	2484.6667	138.5312	9
ndc-80	2486.3333	1462.4494	9
dpy-21	2487.3333	736.4122	9
cyl-1	2487.3333	1161.9771	9
nbet-1	2488.0	1495.8652	9
sup-36	2489.0	1294.1479	9
F07C6.4	2490.6667	275.483	9
F46C5.9	2493.3333	324.0024	9
cdc-25.2	2494.3333	983.8273	9
C50B6.3	2495.3333	852.9573	9
mut-7	2496.3333	747.4384	9
ddo-3	2496.6667	1224.2697	9
adal-1	2497.0	792.9746	9
ceh-44	2499.3333	903.2834	9
C01F1.6	2505.0	251.6466	9
gex-3	2505.0	656.0442	9
C27C7.1	2505.3333	787.9667	9
cnk-1	2507.6667	127.5208	9
spl-1	2507.6667	549.3453	9
rad-51	2508.0	161.7055	9
F20D1.3	2510.3333	755.2105	9
ero-1	2519.0	366.9123	9
E01A2.1	2519.6667	553.8455	9
W04D2.4	2521.0	1262.3473	9
daf-2	2521.3333	1010.0813	9
T24D1.2	2522.3333	987.4443	9
cids-2	2523.3333	805.5666	9
rpc-1	2523.3333	1086.7865	9
odr-8	2523.6667	570.372	9
epi-1	2524.3333	2501.5457	9
M151.7	2525.0	1786.4884	9
him-10	2526.0	1210.7246	9
panl-2	2528.6667	723.7501	9
wve-1	2529.6667	844.4112	9
lcmt-1	2530.6667	1080.0186	9
Y25C1A.13	2532.6667	1549.1646	9
T04F8.8	2539.3333	2178.4827	9
C13G5.2	2539.6667	519.9598	9
slmp-1	2541.6667	235.838	9
C13F10.7	2544.3333	1020.645	9
C04B4.2	2545.0	238.2058	9
lmtr-3	2546.3333	450.8084	9
Y71H2AM.20	2546.3333	807.1614	9
folt-2	2546.6667	1015.1356	9
ddx-46	2547.0	1301.8018	9
nspd-4	2550.3333	148.1538	9
tomm-22	2552.0	576.731	9
efk-1	2554.6667	623.4187	9
src-1	2557.0	761.6421	9
trm-1	2558.0	729.3865	9
F44E7.9	2558.3333	315.1215	9
lmbr-1	2559.0	403.2377	9
perm-1	2561.6667	1624.2702	9
rnp-1	2564.0	603.4606	9
Y39B6A.10	2566.3333	727.675	9
C16A3.6	2566.6667	1411.8485	9
mak-1	2571.6667	1201.154	9
B0304.2	2573.0	1044.1188	9
snap-29	2573.0	881.4424	9
prmt-9	2573.3333	618.1183	9
Y39G8B.1	2575.0	835.1219	9
T28F4.5	2576.0	2149.6052	9
F53A9.8	2580.0	1511.0661	9
F10E9.3	2581.0	822.2729	9
lin-26	2581.0	451.578	9
vps-29	2581.3333	524.9218	9
C17G10.1	2581.6667	588.3901	9
T23D8.3	2582.3333	1187.8699	9
znf-706	2586.0	569.3107	9
srpa-72	2586.0	982.6179	9
dcaf-13	2586.0	19.8158	9
C47B2.2	2588.0	689.435	9
dod-24	2588.3333	1994.7067	9
asp-13	2589.3333	740.9923	9
F02E8.4	2589.3333	827.2865	9
clr-1	2589.6667	762.3885	9
Y76A2B.5	2591.0	710.7165	9
lir-1	2592.0	654.0749	9
aap-1	2593.3333	814.2028	9
ent-6	2594.0	1480.2885	9
polh-1	2594.3333	723.3682	9
gpx-2	2596.0	431.5468	9
ule-5	2597.0	1261.4391	9
tba-4	2598.3333	1310.6338	9
Y54E10BR.4	2598.6667	122.2602	9
sea-2	2601.3333	1360.6825	9
lec-5	2602.3333	2148.5624	9
Y48C3A.12	2603.3333	958.8731	9
R04F11.3	2603.3333	1406.1452	9
scyl-1	2607.3333	1112.9248	9
mbtr-1	2609.0	1069.4357	9
golg-2	2609.0	1447.7854	9
C11D2.4	2609.3333	142.7126	9
W01A11.1	2609.6667	790.8048	9
Y67H2A.10	2609.6667	713.6107	9
F16B12.6	2610.6667	705.0032	9
H06I04.3	2613.0	1761.8609	9
ubxn-2	2614.3333	528.4583	9
suf-1	2618.0	1019.5806	9
adr-1	2618.0	1137.8462	9
frg-1	2618.6667	636.6079	9
mtx-1	2619.6667	495.6278	9
rpia-1	2623.0	139.0252	9
disl-2	2624.3333	370.3839	9
mrps-2	2628.0	787.4656	9
VF13D12L.3	2629.0	1331.1516	9
T13F2.6	2629.3333	910.8975	9
serp-1.1	2630.3333	639.6094	9
smrd-1	2632.3333	1285.9306	9
hacd-1	2632.6667	1579.562	9
pdcd-2	2633.6667	147.4411	9
nkcc-1	2635.0	1087.5425	9
ddp-1	2637.6667	1163.3977	9
sars-2	2638.3333	302.3291	9
ari-1.3	2638.6667	582.6585	9
rskd-1	2639.0	605.1397	9
set-4	2641.3333	680.4579	9
bet-2	2641.6667	1013.7825	9
C32D5.8	2644.0	851.2896	9
his-37	2646.3333	1554.8407	9
gldi-11	2647.3333	2383.0565	9
pqn-41	2657.6667	246.5851	9
dpff-1	2658.0	396.3895	9
H04M03.3	2659.0	1098.2079	9
dylt-1	2659.3333	486.7144	9
psr-1	2659.3333	564.1479	9
gras-1	2660.6667	394.7736	9
Y105E8A.21	2663.0	728.3493	9
sec-24.2	2663.3333	269.4022	9
C03H5.3	2663.6667	186.407	9
unc-45	2664.0	753.8506	9
nex-2	2664.3333	1008.9375	9
Y54G9A.7	2664.6667	569.8481	9
afd-1	2665.6667	275.3208	9
pqn-65	2666.3333	1135.5566	9
clec-48	2666.6667	1763.9683	9
Y37E11AM.3	2668.0	1003.0716	9
spsb-1	2668.3333	1614.7389	9
skpo-1	2669.0	1425.2118	9
nspd-6	2669.3333	92.2834	9
F53C11.4	2669.6667	317.7382	9
ampd-1	2671.0	1444.0307	9
Y105E8A.14	2672.3333	772.1184	9
tag-123	2672.6667	995.9332	9
nduf-6	2673.0	677.85	9
met-1	2674.0	1190.3296	9
map-1	2674.3333	621.5257	9
C44B7.5	2675.3333	1273.7196	9
glrx-10	2676.3333	756.4061	9
pfd-5	2677.3333	933.6157	9
prx-19	2679.3333	960.2782	9
ztf-4	2680.3333	834.2918	9
cpsf-4	2681.0	842.7206	9
rbm-25	2684.3333	1507.7711	9
R12E2.13	2686.0	741.6796	9
cye-1	2686.0	1094.9743	9
lin-65	2686.6667	654.8538	9
wip-1	2688.3333	106.1644	9
lem-4	2688.3333	808.3911	9
Y62H9A.5	2688.3333	861.4044	9
cya-1	2688.6667	922.7803	9
rbm-28	2688.6667	929.8553	9
Y69A2AR.16	2689.3333	474.559	9
pafo-1	2690.6667	1380.7306	9
hpl-2	2692.3333	523.948	9
gtf-2E1	2694.6667	531.1022	9
ogt-1	2696.3333	1337.6463	9
K02C4.3	2696.6667	1293.6453	9
sec-31	2698.3333	1175.4308	9
nstp-5	2699.3333	756.9634	9
B0024.11	2700.0	1109.2162	9
gon-14	2701.3333	964.4219	9
T24H10.1	2703.6667	954.9912	9
ZK1010.2	2703.6667	331.9702	9
F44B9.8	2705.3333	736.2727	9
gop-2	2707.0	273.5556	9
F56A11.5	2707.0	96.44	9
Y17G7B.17	2707.3333	1241.9641	9
F27D4.4	2707.6667	1396.3692	9
C35B1.5	2708.6667	1258.4415	9
such-1	2710.0	345.7282	9
hpo-12	2710.6667	132.8566	9
Y54G2A.26	2712.0	422.5423	9
F13G3.10	2712.6667	353.8572	9
hpr-17	2714.0	845.3358	9
hda-10	2714.3333	1273.1301	9
C25A1.16	2715.0	1011.7009	9
fce-1	2715.0	826.6708	9
sacm-1L	2718.6667	1052.7707	9
prp-39	2719.3333	337.5799	9
rbm-5	2719.6667	1010.8005	9
F21D5.7	2720.6667	1196.6855	9
got-2.1	2721.0	326.3628	9
T20F5.7	2723.0	644.0683	9
F12F6.7	2723.0	319.0998	9
lsm-1	2724.0	613.4824	9
pcyt-2.1	2724.0	683.3247	9
C50F4.6	2724.3333	1182.6694	9
ndub-7	2726.0	682.6361	9
eif-3.J	2727.0	289.9759	9
ZC308.4	2727.0	778.4476	9
tat-5	2727.6667	955.4142	9
Y16B4A.2	2728.0	1815.4384	9
F56B3.11	2728.6667	229.8874	9
gly-20	2732.3333	470.8392	9
bet-1	2732.6667	945.66	9
K06G5.1	2732.6667	1716.6371	9
tln-1	2735.3333	1537.5501	9
dagl-2	2738.0	373.2193	9
rnp-3	2738.6667	523.3955	9
dpl-1	2739.0	839.1357	9
C47D12.2	2740.3333	1073.4916	9
Y106G6H.8	2740.6667	1392.6082	9
F26E4.4	2741.3333	385.5743	9
ZK1127.13	2742.0	1342.2178	9
aagr-2	2742.6667	1683.8696	9
arx-4	2744.3333	262.298	9
panl-3	2744.3333	807.1829	9
Y37D8A.4	2745.6667	1064.2557	9
Y61A9LA.10	2746.3333	1317.3545	9
ung-1	2746.6667	616.9054	9
fndc-1	2747.3333	1242.849	9
ZK632.2	2748.0	1385.1472	9
mrps-11	2748.0	196.3993	9
dhfr-1	2748.6667	1081.3573	9
C14C10.1	2749.0	616.3673	9
capg-2	2749.3333	1432.1695	9
erh-2	2749.3333	1164.5478	9
Y48G8AL.13	2750.3333	1456.0827	9
prp-3	2752.6667	1530.9523	9
elli-1	2752.6667	314.4925	9
dis-3	2752.6667	785.4936	9
unc-57	2753.6667	1008.6937	9
ttr-51	2754.0	1365.0885	9
mel-11	2754.3333	1015.2754	9
sel-2	2755.3333	1014.1934	9
pap-1	2755.6667	1272.4534	9
ncs-2	2756.0	1458.0414	9
K05C4.5	2757.0	441.8695	9
tbc-3	2758.3333	153.3674	9
nstp-10	2758.3333	526.5677	9
W02D9.2	2762.0	556.5615	9
gei-17	2763.0	1116.467	9
tgt-2	2766.0	950.201	9
sptl-1	2766.3333	1490.1529	9
rbpl-1	2766.6667	1618.6971	9
prp-38	2767.0	1183.1706	9
Y46E12BL.2	2769.6667	1171.8226	9
gut-2	2770.6667	1329.9637	9
citk-1	2772.3333	766.5082	9
pmp-3	2772.3333	446.2737	9
M106.3	2772.6667	482.0943	9
praf-3	2772.6667	202.699	9
cec-3	2773.6667	653.7534	9
rnp-7	2773.6667	545.6552	9
rfp-1	2774.0	1437.2852	9
sam-10	2774.6667	993.876	9
smc-5	2775.3333	1697.1852	9
hmg-11	2775.6667	1832.2286	9
lid-1	2776.3333	127.9618	9
Y110A7A.9	2778.6667	922.5444	9
mdt-19	2778.6667	889.5322	9
morc-1	2779.0	1077.8877	9
R74.7	2780.3333	353.2764	9
T24B8.7	2780.6667	1376.2031	9
sna-2	2781.6667	1520.1961	9
nspa-5	2784.6667	457.473	9
spe-15	2785.6667	1338.8832	9
Y39E4B.5	2787.6667	676.2965	9
ccep-97	2789.3333	378.4092	9
cfp-1	2790.0	273.036	9
gst-10	2790.3333	2248.2195	9
asfl-1	2791.3333	300.7505	9
usp-48	2794.3333	1612.2742	9
algn-3	2796.3333	1098.3167	9
rpac-40	2798.0	427.261	9
prcc-1	2801.0	1273.5117	9
Y111B2A.2	2801.6667	304.2021	9
erp-44.1	2808.0	650.0159	9
mig-22	2808.3333	1117.5337	9
rba-1	2810.3333	696.0126	9
slc-25A46	2810.6667	1320.0572	9
ril-2	2812.0	1433.0648	9
csn-6	2813.0	410.1764	9
Y38E10A.17	2814.0	1847.154	9
skr-10	2814.6667	1997.5058	9
pid-2	2814.6667	818.5554	9
misc-1	2816.0	497.3309	9
taf-13	2817.3333	866.58	9
inx-14	2818.3333	182.7682	9
set-1	2820.0	823.3035	9
pkc-3	2821.0	358.5424	9
mrps-18C	2824.6667	846.127	9
upb-1	2825.6667	2385.9023	9
sna-1	2825.6667	143.0392	9
cfim-1	2826.6667	376.7407	9
cpg-9	2826.6667	1549.0566	9
elo-3	2832.0	954.4129	9
parp-2	2834.3333	1186.9907	9
kle-2	2834.3333	1174.5428	9
ced-1	2837.3333	639.3379	9
hrpu-2	2837.3333	741.0328	9
mec-15	2840.0	557.2438	9
ddx-23	2840.6667	1434.2295	9
atfs-1	2842.3333	122.4482	9
snpc-4	2842.3333	1210.5429	9
ZK686.1	2843.3333	1509.0627	9
gtsf-1	2845.3333	1354.2994	9
cdc-6	2846.0	1003.6038	9
col-12	2847.3333	1502.4195	9
immt-1	2848.0	767.0671	9
C04F5.8	2852.0	275.3628	9
rig-4	2852.3333	1161.7014	9
ulp-4	2853.6667	663.1924	9
dnsn-1	2855.0	60.5145	9
emb-27	2855.3333	845.1486	9
spg-7	2855.6667	781.9217	9
ZK973.9	2857.3333	376.7195	9
metl-1	2858.0	305.4745	9
ceh-100	2861.0	268.7415	9
rbg-3	2861.3333	1174.9639	9
dyn-1	2862.0	139.5158	9
ego-2	2862.3333	272.9375	9
fdgt-1	2863.0	1127.8354	9
cysl-2	2864.3333	1183.7608	9
rsa-1	2866.0	674.0049	9
ced-7	2867.3333	1325.1074	9
K06A4.7	2867.6667	1116.213	9
R07E5.7	2868.0	610.5915	9
Y54E10A.10	2868.6667	1089.671	9
apg-1	2869.0	654.6714	9
cyn-12	2869.6667	1116.004	9
C17F3.1	2870.6667	1205.2309	9
mes-4	2871.3333	1100.0837	9
C30F12.4	2872.3333	205.4432	9
chch-3	2873.3333	559.7859	9
lst-4	2873.6667	740.6107	9
E03H12.5	2875.6667	2079.976	9
natc-1	2877.0	618.3694	9
dnc-1	2878.3333	1487.2167	9
marb-1	2878.6667	1086.2843	9
arx-1	2878.6667	182.7281	9
mrck-1	2879.0	1285.1034	9
T26C5.3	2879.3333	1169.8063	9
dip-2	2879.3333	807.1391	9
Y73F8A.27	2881.0	1449.6278	9
